Name,Description,IP,FQDN,MAC,Non-Computing,STIGs,Labels,Metadata
Asset 1588,Asset1588 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1588
Label1588","{""key:8"":""value:8""}"
Asset 1589,Asset1589 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1589
Label1589","{""key:9"":""value:9""}"
Asset 1590,Asset1590 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1590
Label1590","{""key:0"":""value:0""}"
Asset 1591,Asset1591 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1591
Label1591","{""key:1"":""value:1""}"
Asset 1592,Asset1592 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1592
Label1592","{""key:2"":""value:2""}"
Asset 1593,Asset1593 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1593
Label1593","{""key:3"":""value:3""}"
Asset 1594,Asset1594 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1594
Label1594","{""key:4"":""value:4""}"
Asset 1595,Asset1595 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1595
Label1595","{""key:5"":""value:5""}"
Asset 1596,Asset1596 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1596
Label1596","{""key:6"":""value:6""}"
Asset 1597,Asset1597 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1597
Label1597","{""key:7"":""value:7""}"
Asset 1598,Asset1598 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1598
Label1598","{""key:8"":""value:8""}"
Asset 1599,Asset1599 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1599
Label1599","{""key:9"":""value:9""}"
Asset 1600,Asset1600 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1600
Label1600","{""key:0"":""value:0""}"
Asset 1601,Asset1601 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1601
Label1601","{""key:1"":""value:1""}"
Asset 1602,Asset1602 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1602
Label1602","{""key:2"":""value:2""}"
Asset 1603,Asset1603 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1603
Label1603","{""key:3"":""value:3""}"
Asset 1604,Asset1604 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1604
Label1604","{""key:4"":""value:4""}"
Asset 1605,Asset1605 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1605
Label1605","{""key:5"":""value:5""}"
Asset 1606,Asset1606 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1606
Label1606","{""key:6"":""value:6""}"
Asset 1607,Asset1607 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1607
Label1607","{""key:7"":""value:7""}"
Asset 1608,Asset1608 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1608
Label1608","{""key:8"":""value:8""}"
Asset 1609,Asset1609 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1609
Label1609","{""key:9"":""value:9""}"
Asset 1610,Asset1610 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1610
Label1610","{""key:0"":""value:0""}"
Asset 1611,Asset1611 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1611
Label1611","{""key:1"":""value:1""}"
Asset 1612,Asset1612 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1612
Label1612","{""key:2"":""value:2""}"
Asset 1613,Asset1613 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1613
Label1613","{""key:3"":""value:3""}"
Asset 1614,Asset1614 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1614
Label1614","{""key:4"":""value:4""}"
Asset 1615,Asset1615 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1615
Label1615","{""key:5"":""value:5""}"
Asset 1616,Asset1616 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1616
Label1616","{""key:6"":""value:6""}"
Asset 1617,Asset1617 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1617
Label1617","{""key:7"":""value:7""}"
Asset 1618,Asset1618 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1618
Label1618","{""key:8"":""value:8""}"
Asset 1619,Asset1619 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1619
Label1619","{""key:9"":""value:9""}"
Asset 1620,Asset1620 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1620
Label1620","{""key:0"":""value:0""}"
Asset 1621,Asset1621 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1621
Label1621","{""key:1"":""value:1""}"
Asset 1622,Asset1622 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1622
Label1622","{""key:2"":""value:2""}"
Asset 1623,Asset1623 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1623
Label1623","{""key:3"":""value:3""}"
Asset 1624,Asset1624 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1624
Label1624","{""key:4"":""value:4""}"
Asset 1625,Asset1625 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1625
Label1625","{""key:5"":""value:5""}"
Asset 1626,Asset1626 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1626
Label1626","{""key:6"":""value:6""}"
Asset 1627,Asset1627 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1627
Label1627","{""key:7"":""value:7""}"
Asset 1628,Asset1628 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1628
Label1628","{""key:8"":""value:8""}"
Asset 1629,Asset1629 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1629
Label1629","{""key:9"":""value:9""}"
Asset 1630,Asset1630 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1630
Label1630","{""key:0"":""value:0""}"
Asset 1631,Asset1631 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1631
Label1631","{""key:1"":""value:1""}"
Asset 1632,Asset1632 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1632
Label1632","{""key:2"":""value:2""}"
Asset 1633,Asset1633 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1633
Label1633","{""key:3"":""value:3""}"
Asset 1634,Asset1634 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1634
Label1634","{""key:4"":""value:4""}"
Asset 1635,Asset1635 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1635
Label1635","{""key:5"":""value:5""}"
Asset 1636,Asset1636 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1636
Label1636","{""key:6"":""value:6""}"
Asset 1637,Asset1637 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1637
Label1637","{""key:7"":""value:7""}"
Asset 1638,Asset1638 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1638
Label1638","{""key:8"":""value:8""}"
Asset 1639,Asset1639 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1639
Label1639","{""key:9"":""value:9""}"
Asset 1640,Asset1640 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1640
Label1640","{""key:0"":""value:0""}"
Asset 1641,Asset1641 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1641
Label1641","{""key:1"":""value:1""}"
Asset 1642,Asset1642 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1642
Label1642","{""key:2"":""value:2""}"
Asset 1643,Asset1643 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1643
Label1643","{""key:3"":""value:3""}"
Asset 1644,Asset1644 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1644
Label1644","{""key:4"":""value:4""}"
Asset 1645,Asset1645 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1645
Label1645","{""key:5"":""value:5""}"
Asset 1646,Asset1646 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1646
Label1646","{""key:6"":""value:6""}"
Asset 1647,Asset1647 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1647
Label1647","{""key:7"":""value:7""}"
Asset 1648,Asset1648 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1648
Label1648","{""key:8"":""value:8""}"
Asset 1649,Asset1649 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1649
Label1649","{""key:9"":""value:9""}"
Asset 1650,Asset1650 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1650
Label1650","{""key:0"":""value:0""}"
Asset 1651,Asset1651 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1651
Label1651","{""key:1"":""value:1""}"
Asset 1652,Asset1652 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1652
Label1652","{""key:2"":""value:2""}"
Asset 1653,Asset1653 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1653
Label1653","{""key:3"":""value:3""}"
Asset 1654,Asset1654 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1654
Label1654","{""key:4"":""value:4""}"
Asset 1655,Asset1655 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1655
Label1655","{""key:5"":""value:5""}"
Asset 1656,Asset1656 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1656
Label1656","{""key:6"":""value:6""}"
Asset 1657,Asset1657 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1657
Label1657","{""key:7"":""value:7""}"
Asset 1658,Asset1658 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1658
Label1658","{""key:8"":""value:8""}"
Asset 1659,Asset1659 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1659
Label1659","{""key:9"":""value:9""}"
Asset 1660,Asset1660 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1660
Label1660","{""key:0"":""value:0""}"
Asset 1661,Asset1661 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1661
Label1661","{""key:1"":""value:1""}"
Asset 1662,Asset1662 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1662
Label1662","{""key:2"":""value:2""}"
Asset 1663,Asset1663 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1663
Label1663","{""key:3"":""value:3""}"
Asset 1664,Asset1664 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1664
Label1664","{""key:4"":""value:4""}"
Asset 1665,Asset1665 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1665
Label1665","{""key:5"":""value:5""}"
Asset 1666,Asset1666 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1666
Label1666","{""key:6"":""value:6""}"
Asset 1667,Asset1667 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1667
Label1667","{""key:7"":""value:7""}"
Asset 1668,Asset1668 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1668
Label1668","{""key:8"":""value:8""}"
Asset 1669,Asset1669 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1669
Label1669","{""key:9"":""value:9""}"
Asset 1670,Asset1670 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1670
Label1670","{""key:0"":""value:0""}"
Asset 1671,Asset1671 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1671
Label1671","{""key:1"":""value:1""}"
Asset 1672,Asset1672 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1672
Label1672","{""key:2"":""value:2""}"
Asset 1673,Asset1673 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1673
Label1673","{""key:3"":""value:3""}"
Asset 1674,Asset1674 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1674
Label1674","{""key:4"":""value:4""}"
Asset 1675,Asset1675 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1675
Label1675","{""key:5"":""value:5""}"
Asset 1676,Asset1676 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1676
Label1676","{""key:6"":""value:6""}"
Asset 1677,Asset1677 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1677
Label1677","{""key:7"":""value:7""}"
Asset 1678,Asset1678 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1678
Label1678","{""key:8"":""value:8""}"
Asset 1679,Asset1679 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1679
Label1679","{""key:9"":""value:9""}"
Asset 1680,Asset1680 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1680
Label1680","{""key:0"":""value:0""}"
Asset 1681,Asset1681 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1681
Label1681","{""key:1"":""value:1""}"
Asset 1682,Asset1682 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1682
Label1682","{""key:2"":""value:2""}"
Asset 1683,Asset1683 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1683
Label1683","{""key:3"":""value:3""}"
Asset 1684,Asset1684 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1684
Label1684","{""key:4"":""value:4""}"
Asset 1685,Asset1685 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1685
Label1685","{""key:5"":""value:5""}"
Asset 1686,Asset1686 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1686
Label1686","{""key:6"":""value:6""}"
Asset 1687,Asset1687 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1687
Label1687","{""key:7"":""value:7""}"
Asset 1688,Asset1688 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1688
Label1688","{""key:8"":""value:8""}"
Asset 1689,Asset1689 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1689
Label1689","{""key:9"":""value:9""}"
Asset 1690,Asset1690 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1690
Label1690","{""key:0"":""value:0""}"
Asset 1691,Asset1691 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1691
Label1691","{""key:1"":""value:1""}"
Asset 1692,Asset1692 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1692
Label1692","{""key:2"":""value:2""}"
Asset 1693,Asset1693 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1693
Label1693","{""key:3"":""value:3""}"
Asset 1694,Asset1694 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1694
Label1694","{""key:4"":""value:4""}"
Asset 1695,Asset1695 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1695
Label1695","{""key:5"":""value:5""}"
Asset 1696,Asset1696 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1696
Label1696","{""key:6"":""value:6""}"
Asset 1697,Asset1697 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1697
Label1697","{""key:7"":""value:7""}"
Asset 1698,Asset1698 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1698
Label1698","{""key:8"":""value:8""}"
Asset 1699,Asset1699 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1699
Label1699","{""key:9"":""value:9""}"
Asset 1700,Asset1700 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1700
Label1700","{""key:0"":""value:0""}"
Asset 1701,Asset1701 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1701
Label1701","{""key:1"":""value:1""}"
Asset 1702,Asset1702 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1702
Label1702","{""key:2"":""value:2""}"
Asset 1703,Asset1703 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1703
Label1703","{""key:3"":""value:3""}"
Asset 1704,Asset1704 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1704
Label1704","{""key:4"":""value:4""}"
Asset 1705,Asset1705 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1705
Label1705","{""key:5"":""value:5""}"
Asset 1706,Asset1706 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1706
Label1706","{""key:6"":""value:6""}"
Asset 1707,Asset1707 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1707
Label1707","{""key:7"":""value:7""}"
Asset 1708,Asset1708 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1708
Label1708","{""key:8"":""value:8""}"
Asset 1709,Asset1709 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1709
Label1709","{""key:9"":""value:9""}"
Asset 1710,Asset1710 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1710
Label1710","{""key:0"":""value:0""}"
Asset 1711,Asset1711 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1711
Label1711","{""key:1"":""value:1""}"
Asset 1712,Asset1712 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1712
Label1712","{""key:2"":""value:2""}"
Asset 1713,Asset1713 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1713
Label1713","{""key:3"":""value:3""}"
Asset 1714,Asset1714 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1714
Label1714","{""key:4"":""value:4""}"
Asset 1715,Asset1715 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1715
Label1715","{""key:5"":""value:5""}"
Asset 1716,Asset1716 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1716
Label1716","{""key:6"":""value:6""}"
Asset 1717,Asset1717 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1717
Label1717","{""key:7"":""value:7""}"
Asset 1718,Asset1718 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1718
Label1718","{""key:8"":""value:8""}"
Asset 1719,Asset1719 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1719
Label1719","{""key:9"":""value:9""}"
Asset 1720,Asset1720 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1720
Label1720","{""key:0"":""value:0""}"
Asset 1721,Asset1721 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1721
Label1721","{""key:1"":""value:1""}"
Asset 1722,Asset1722 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1722
Label1722","{""key:2"":""value:2""}"
Asset 1723,Asset1723 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1723
Label1723","{""key:3"":""value:3""}"
Asset 1724,Asset1724 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1724
Label1724","{""key:4"":""value:4""}"
Asset 1725,Asset1725 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1725
Label1725","{""key:5"":""value:5""}"
Asset 1726,Asset1726 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1726
Label1726","{""key:6"":""value:6""}"
Asset 1727,Asset1727 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1727
Label1727","{""key:7"":""value:7""}"
Asset 1728,Asset1728 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1728
Label1728","{""key:8"":""value:8""}"
Asset 1729,Asset1729 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1729
Label1729","{""key:9"":""value:9""}"
Asset 1730,Asset1730 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label1730
Label1730","{""key:0"":""value:0""}"
